curriculum,curid,sylid,subjectCode,category,type,part,weight,completionCriteria,duration,clo,questionType,noQuestion,knowledgeSkill,gradingGuide,note,isSubComponent
BIT_AI_K19D-20A,2347,11217,DSR301m,Progress test 2,on-going,1,10.0%,>0,45',"CLO1, CLO4, CLO5",Multiple choices Marked by Computer or a suitable format,30,"- cover chapter 3,4","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,11217,DSR301m,Final exam,Final exam,1,30.0%,4,60',"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6",Multiple choices Marked by Computer,50,"- cover chapter 1, 2, 3, 4","by exam board, using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,13339,DPL302m,Progress test,on-going,1,10.0%,>0,60',"CLO1, CLO2, CLO3, CLO4",Multiple choices Marked by Computer or a suitable format,50,"- cover chapter 1,2,3","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13339,DPL302m,Report 1: Project Proposal [ Oral group presentation],on-going,1,10.0%,>0,225',"CLO6, CLO7","Presentation, class",1,- cover chapter 1,"in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13339,DPL302m,Report 2: Data Tasks [ Oral group presentation],on-going,1,10.0%,>0,225',"CLO6, CLO7","Presentation, class",1,- cover chapter 2,"in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13339,DPL302m,Report 3: Model & Results [ Oral group presentation],on-going,1,30.0%,>0,225',"CLO6, CLO7","Presentation, class",1,- cover chapter 3,"in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13339,DPL302m,Report 4: Final report & Group presentation,on-going,1,10.0%,>0,225',"CLO6, CLO7","Presentation, class",1,- cover chapter 4,"in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13339,DPL302m,Final exam,Final exam,1,30.0%,4,60',"CLO1, CLO2, CLO3, CLO4, CLO5",Multiple choices Marked by Computer,50,"- cover chapter 1, 2, 3, 4","by exam board,using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,12631,DWP301c,Final exam,Final exam,1,100.0%,4,60',All LOs,Multiple choicesMarked by Computer,50,All studied courses. Each module of course contributes 4-5 questions.,"by exam board, using computer",Customized from the quizzes of this specialization. 1st Evaluation: For students who completed & got Coursera's specialization certificates (Option at week 9); 2nd Evaluation: For students who completed & got Coursera's specialization certificates) at week 13; 3rd Evaluation: For students who completed & got Coursera's specialization certificates) at week 14.,0
BIT_AI_K19D-20A,2347,12549,NLP301c,PE,Final exam,1,50.0%,4,120',,,,All studied courses.,by Exam Board,Customized from the Assignment of this specialization,0
BIT_AI_K19D-20A,2347,12549,NLP301c,TE,Final exam,1,50.0%,4,60',,Computer gradable,60,All studied courses. Each module of course contributes 2-3 questions.,by Exam Board,Customized from the quizzes of this specialization,0
BIT_AI_K19D-20A,2347,12016,OJT202,Ki?n th?c và k? nang chuyên môn(Professional knowledge and skills),on-going,1,40.0%,4,,LO1,,,,"Doanh nghi?p th?c hi?n dánh giá câu h?i v? Ki?n th?c, k? nang ngành t?i bi?u m?u ÐHFPT g?i The enterprise evaluates students' Professional knowledge and skills based on the form of FPT University",,0
BIT_AI_K19D-20A,2347,12016,OJT202,K? nang m?m (Soft skills),on-going,1,30.0%,4,,LO2,,,,Doanh nghi?p th?c hi?n dánh giá câu h?i v? K? nang m?m t?i bi?u m?u ÐHFPT g?i The enterprise evaluates students' Soft skills based on the form of FPT University,,0
BIT_AI_K19D-20A,2347,12016,OJT202,Thái d? (Attitude),on-going,1,30.0%,4,,LO3,,,,Doanh nghi?p th?c hi?n dánh giá câu h?i v? Thái d? t?i bi?u m?u ÐHFPT g?i The enterprise evaluates students' Attitudes based on the form of FPT University,,0
BIT_AI_K19D-20A,2347,11218,DBM302m,Lab 2,on-going,1,15.0%,>0,45',CLO2,"Home work, class",1,- cover chapter 2,"in class, by instructor",Lab is named after the index of the chapter.,0
BIT_AI_K19D-20A,2347,11218,DBM302m,Lab 3,on-going,1,20.0%,>0,45',CLO3,"Home work, class",1,- cover chapter 3,"in class, by instructor",Lab is named after the index of the chapter.,0
BIT_AI_K19D-20A,2347,11218,DBM302m,Lab 4,on-going,1,20.0%,>0,45',CLO4,"Home work, class",1,- cover chapter 4,"in class, by instructor",Lab is named after the index of the chapter.,0
BIT_AI_K19D-20A,2347,11218,DBM302m,Progress test,on-going,1,15.0%,>0,45',"CLO1,CLO2, CLO3",Multiple choicesMarked by Computer or a suitable format,40,"- cover chapter 1, 2, 3","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,11218,DBM302m,Final exam,Final exam,1,30.0%,4,60',"CLO1, CLO2, CLO3, CLO4",Multiple choicesMarked by Computer,50,"- cover chapter 1, 2, 3, 4","by exam board,using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,13293,DAT301m,Progress test,on-going,1,10.0%,>0,45',"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6",Multiple choicesMarked by Computer or a suitable format,30,"- cover chapter 1,2,3","in class, by instructor",Instruction and shedules for Progress tests must be presented in the Course Implementation Plan approved by director of the campus. Progress test must be taken right after the last lectures of required material. Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13293,DAT301m,Report 1: Project Proposal [ Oral group presentation],on-going,1,10.0%,>0,225',"CLO9, CLO10","Presentation, class",1,- cover chapter 1,"in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13293,DAT301m,Report 2: Data Tasks [ Oral group presentation],on-going,1,10.0%,>0,225',"CLO9, CLO10","Presentation, class",1,- cover chapter 2,"in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13293,DAT301m,Report 3: Model & Results [ Oral group presentation],on-going,1,30.0%,>0,225',"CLO9, CLO10","Presentation, class",1,- cover chapter 3,"in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13293,DAT301m,Report 4: Final report & Group presentation,on-going,1,10.0%,>0,225',"CLO9, CLO10","Presentation, class",1,- cover chapter 4,"in class, by instructor",Instructor has resposibility to review the test for students after graded.,0
BIT_AI_K19D-20A,2347,13293,DAT301m,Final exam,Final exam,1,30.0%,4,60',"CLO1, CLO2, CLO3, CLO4, CLO5, CLO6, CLO7, CLO8",Multiple choicesMarked by Computer,50,"- cover chapter 1, 2, 3, 4","by exam board,using computer",The exam questions must be updated or different at least 70% to the previous ones.,0
BIT_AI_K19D-20A,2347,12547,ENW493c,Final exam PE,Final exam,1,100.0%,4,90',All Los,"MCQ, Writing",30 MCQs; 1 Writing,All learned content,Part 1: Multiple choices Marked by Computer 30' (30% - 30 questions) Part 2: Writing - 60' (70%) Write 450-500 words on a given topic,By the exam board,0
BIT_AI_K19D-20A,2347,10358,EXE101,Constructivism Presentations,on- goin g,1,15.0%,5,15',all,Oral Presentation,,"Topic from video lectures, class discussion activities.","- Guided by instructor - Questions from video lectures, class discussion activities. - Students discuss on group then present. - An average point could be evaluated and publised to students at the end of the semesters",,0
BIT_AI_K19D-20A,2347,10358,EXE101,Group Assignm ent 1 (Checkp oint 1),on- goin g,1,10.0%,5,10'-30',"CLO1, CLO2,",Oral Presentation,-,,"- In class, by instructor - The class will be divided into groups, each group of 4-6 students (must be from 2 majors or more). - The group assigns roles to each member, for example, team leader - CEO, in charge of engineering - CTO, in charge of marketing - CMO,... - Each group has the task of finding a startup idea, naming the group, and presenting the business area of that idea.",Instructor has resposibility to review the group's checkpoint 1 for students after grading.,0
BIT_AI_K19D-20A,2347,10358,EXE101,Group Assignm ent 2 (Checkp oint 2),on- goin g,1,20.0%,5,10'-30',CLO3,Oral Presentation,-,,"- In class, by instructor - Identify the problem to be solved and analyze the market: . Servery group (> 100 people) or interview two experts in their industry. . The team presented market research results and analysis insights related to their business areas, including industry outlook, market size, trends, segments, key players, market share, product/service pricing. . The team presented the value proposition for their idea, market fit and compared it with competitors.",Instructor has resposibility to review the group's checkpoint 2 for students after grading.,0
BIT_AI_K19D-20A,2347,10358,EXE101,Group Assignm ent 3 (Checkp oint 3),on- goin g,1,15.0%,5,10'-30',CLO4,Oral Presentation,-,,- Product/service description: - Technology tools description - Canvas business model presentation.,Instructor has resposibility to review the group's checkpoint 3 for students after grading.,0
BIT_AI_K19D-20A,2347,10358,EXE101,Presentation (Checkp oint 4),on- goin g,1,40.0%,5,10'-30',CLO5,Oral Presentation,-,,"Build a preliminary pitch deck and present it. Graded by instructor and mentor. Marking criteria: - Team profile 10% - Product market fit 40% - Business model 20% - Operative 20% - Fundraising plan 10% Note: Students can ask the University for financial support for the implementing of their project. For this purpose, the group submit a funding estimation which will be examined and validated by the instructor and the mentor.",Instructor has resposibility to review the group's checkpoint 4 for students after grading.,0
BIT_AI_K19D-20A,2347,12548,PMG201c,PE,Final exam,1,50.0%,4,120 phút,All LOs,,no info,All studied courses.,by Exam Board,Customized from the Assignment & Project Capstone of this specialization,0
BIT_AI_K19D-20A,2347,12548,PMG201c,TE,Final exam,1,50.0%,4,60 phút,All LOs,Multiple choices. Marked by Computer or a suitable format,50,All studied courses. Each module of course contributes 3-5 questions.,by Exam Board,Customized from the quizzes of this specialization,0
BIT_AI_K19D-20A,2347,11717,DSP391m,Report 1: Project Proposal,on-going,1,10.0%,>0,225',"CLO1, CLO2","Home work, class",1,"- cover chapter 1,2","homework, class, by instructor",,0
BIT_AI_K19D-20A,2347,11717,DSP391m,Report 2: Data Tasks [ Data Collection and Cleaning + Exploratory Data Analysis],on-going,1,20.0%,>0,225',"CLO3, CLO4","Home work, class",1,"- cover chapter 3,4","homework, class, by instructor",,0
BIT_AI_K19D-20A,2347,11717,DSP391m,Report 3: Model & Results[ Model Development + Model Evaluation and Fine-Tuning + Results Interpretation and Visualization + Conclusion and Recommendations],on-going,1,40.0%,>0,225',"CLO5, CLO6, CLO7, CLO8","Home work, class",1,"- cover chapter 5,6,7,8","homework, class, by instructor",,0
BIT_AI_K19D-20A,2347,11717,DSP391m,Report 4: Final Project Report,on-going,1,10.0%,>0,225',CLO9,"Home work, class",1,- cover chapter 9,"homework, class, by instructor",,0
BIT_AI_K19D-20A,2347,11717,DSP391m,Final exam[ Oral group presentatation],Final exam,1,20.0%,4,30',CLO10,Oral Group Presentation,10,"- cover chapter 1, 2, 3,4,5,6,7,8,9,10","class, by instructor","- The final exam [oral group presentation] takes place in class, individually evaluated by one professor. Retakes are permissible, involving the submission of a revised final report and presentation, also evaluated by one professor. - The operation is operated by the Testing Department.",0
BIT_AI_K19D-20A,2347,12630,AID301c,Final exam,Final exam,1,100.0%,4,60',"CLO1, CLO2, CLO3, CLO4,CLO5",Multiple choicesMarked by Computer,50,All studied courses. Each module of course contributes 4-5 questions.,"by exam board, using computer",Customized from the quizzes of this specialization. 1st Evaluation: For students who completed & got Coursera's specialization certificates (Option at week 7); 2nd Evaluation: For students who completed & got Coursera's specialization certificates) at week 13; 3rd Evaluation: For students who completed & got Coursera's specialization certificates) at week 14.,0
BIT_AI_K19D-20A,2347,10361,EXE201,Outcome 1,on- going,1,40.0%,>0,no-limit,CLO1,Product/service demonstration,1,,"- In class, by instructor - Students demonstrate the product/service to the class - Product/service should run well and be market- ready","See rubric at Material link (Schedule sheet, line1) Instructor has resposibility to review the group's demonstration for students.",0
BIT_AI_K19D-20A,2347,10361,EXE201,Outcome 2,on- going,1,20.0%,>0,no-limit,CLO2,Presentation,1,,"- In class, by instructor - Students need to submit the required document, and do a presentation in class","See rubric at Material link (Schedule sheet, line1) Instructor has resposibility to review the group's presentation for students.",0
BIT_AI_K19D-20A,2347,10361,EXE201,Outcome 3,on- going,1,40.0%,4,no-limit,"CLO3, CLO4",Reports,1,,"- In class, by instructor and mentor - Students need to submit the sales results along with all needed proof to the instructor - Students will present their result in class","See rubric at Material link (Schedule sheet, line1) Instructor has resposibility to review the group's presentation for students after graded.",0
BIT_AI_K19D-20A,2347,13303,MLN111,Assignment,on-going,2,40.0%,>0,Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"LO1, LO2, LO3, LO4, LO5, LO6, LO7, LO8","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra…Presentation with creative product, presentation, quiz…",Ph? thu?c theo hình th?c ki?m tra dánh giá c?a gi?ng viênDepending on the instructor’s chosen form of assessment,"Ki?n th?c và k? nang trong ph?m vi chuong 2,3Cover chapter 2, 3","Bài thuy?t trình và s?n ph?m sáng t?o, bài thuy?t trình, bài ki?m tra… (Gi?ng linh ho?t l?a ch?n hình th?c ki?m tra dánh giá phù h?p)Presentation with a creative product, presentation, quiz, etc. (the instructor may flexibly choose the appropriate form of assessment)","Sinh viên làm thuy?t trình và s?n ph?m sáng t?o, thuy?t trình, ho?c quiz tu? theo si s? l?p và di?u ki?n co s?Depending on class size and institutional conditions, students may be assessed through a presentation with a creative product, a presentation, or a quiz",0
